Height_mm,Area_mm2,X_centroid_translated,Y_centroid_translated,FARO_major_angle_X,FARO_minor_angle_Y,Aligned_major_angle_X,Aligned_minor_angle_Y,Major_axis_change,Minor_axis_change,Major_axis_change_str,Minor_axis_change_str,Translation_X,Translation_Y,eccentricity_mm,angle_from_bottom_deg
453,211747.81,-5.7252,5.779,77.53,77.53,1.55,1.55,75.97,75.97,77.53→1.55 (Δ=75.97),77.53→1.55 (Δ=75.97),70.79,252.31,5.7252,0.7847112118961326
454,212229.08,-6.2593,5.9857,77.52,77.52,1.57,1.57,75.95,75.95,77.52→1.57 (Δ=75.95),77.52→1.57 (Δ=75.95),70.79,252.31,6.2593,0.8558587074931583
455,212004.31,-6.2419,5.982,77.83,77.83,1.25,1.25,76.58,76.58,77.83→1.25 (Δ=76.58),77.83→1.25 (Δ=76.58),70.79,252.31,6.2419,0.8514480940202941
456,212403.73,-5.889,5.6694,77.63,77.63,1.45,1.45,76.18,76.18,77.63→1.45 (Δ=76.18),77.63→1.45 (Δ=76.18),70.79,252.31,5.889,0.8014081735982608
457,212450.03,-6.0714,5.518,77.2,77.2,1.88,1.88,75.32,75.32,77.20→1.88 (Δ=75.32),77.20→1.88 (Δ=75.32),70.79,252.31,6.0714,0.8242691871096768
458,213186.82,-6.6352,5.7538,79.16,79.16,0.08,0.08,79.08,79.08,79.16→0.08 (Δ=79.08),79.16→0.08 (Δ=79.08),70.79,252.31,6.6352,0.8986708755431596
459,213208.77,-5.9553,5.3917,77.53,77.53,1.55,1.55,75.98,75.98,77.53→1.55 (Δ=75.98),77.53→1.55 (Δ=75.98),70.79,252.31,5.9553,0.8046960390872917
460,212164.36,-5.4038,5.2258,77.68,77.68,1.4,1.4,76.28,76.28,77.68→1.40 (Δ=76.28),77.68→1.40 (Δ=76.28),70.79,252.31,5.4038,0.7284664709152842
461,212631.04,-5.1016,5.3402,78.94,78.94,0.15,0.15,78.79,78.79,78.94→0.15 (Δ=78.79),78.94→0.15 (Δ=78.79),70.79,252.31,5.1016,0.6861177854195484
462,212056.54,-4.5692,5.2128,79.86,79.86,0.77,0.77,79.08,79.08,79.86→0.77 (Δ=79.08),79.86→0.77 (Δ=79.08),70.79,252.31,4.5692,0.6130816958366799
463,212769.42,-4.6644,5.3174,80.34,80.34,1.26,1.26,79.08,79.08,80.34→1.26 (Δ=79.08),80.34→1.26 (Δ=79.08),70.79,252.31,4.6644,0.6243921830288415
464,212594.33,-6.3015,5.6694,77.78,77.78,1.31,1.31,76.47,76.47,77.78→1.31 (Δ=76.47),77.78→1.31 (Δ=76.47),70.79,252.31,6.3015,0.8415463663213462
465,212961.24,-6.11,5.4907,78.16,78.16,0.93,0.93,77.23,77.23,78.16→0.93 (Δ=77.23),78.16→0.93 (Δ=77.23),70.79,252.31,6.11,0.8140782674040087
466,212285.06,-6.442,6.0223,79.24,79.24,0.16,0.16,79.08,79.08,79.24→0.16 (Δ=79.08),79.24→0.16 (Δ=79.08),70.79,252.31,6.442,0.8563153815960248
467,213411.02,-6.6906,5.839,77.53,77.53,1.55,1.55,75.98,75.98,77.53→1.55 (Δ=75.98),77.53→1.55 (Δ=75.98),70.79,252.31,6.6906,0.8872974465719177
468,213009.26,-7.6858,5.8933,78.03,78.03,1.05,1.05,76.98,76.98,78.03→1.05 (Δ=76.98),78.03→1.05 (Δ=76.98),70.79,252.31,7.6858,1.0168999144034423
469,213690.82,-7.2079,5.567,77.13,77.13,1.96,1.96,75.17,75.17,77.13→1.96 (Δ=75.17),77.13→1.96 (Δ=75.17),70.79,252.31,7.2079,0.9514845271254064
470,214246.84,-6.8395,6.0518,76.5,76.5,2.58,2.58,73.91,73.91,76.50→2.58 (Δ=73.91),76.50→2.58 (Δ=73.91),70.79,252.31,6.8395,0.9007866590705553
471,215524.46,-6.5293,5.4443,77.06,77.06,2.03,2.03,75.03,75.03,77.06→2.03 (Δ=75.03),77.06→2.03 (Δ=75.03),70.79,252.31,6.5293,0.8579664474114544
472,214984.46,-6.4606,5.7742,78.26,78.26,0.82,0.82,77.43,77.43,78.26→0.82 (Δ=77.43),78.26→0.82 (Δ=77.43),70.79,252.31,6.4606,0.8469980506669366
473,215038.71,-7.3137,5.8373,78.53,78.53,0.55,0.55,77.99,77.99,78.53→0.55 (Δ=77.99),78.53→0.55 (Δ=77.99),70.79,252.31,7.3137,0.9566328835260168
474,215074.78,-6.4683,5.5676,79.38,79.38,0.3,0.3,79.08,79.08,79.38→0.30 (Δ=79.08),79.38→0.30 (Δ=79.08),70.79,252.31,6.4683,0.8441445902135092
475,215228.32,-6.7885,5.3828,76.8,76.8,2.29,2.29,74.51,74.51,76.80→2.29 (Δ=74.51),76.80→2.29 (Δ=74.51),70.79,252.31,6.7885,0.8839125956789669
476,214291.25,-5.6177,5.6864,79.19,79.19,0.1,0.1,79.08,79.08,79.19→0.10 (Δ=79.08),79.19→0.10 (Δ=79.08),70.79,252.31,5.6177,0.7298256059482291
477,213830.07,-5.5983,5.7851,78.55,78.55,0.54,0.54,78.01,78.01,78.55→0.54 (Δ=78.01),78.55→0.54 (Δ=78.01),70.79,252.31,5.5983,0.7256602074237213
478,213473.8,-5.0759,5.5058,78.26,78.26,0.82,0.82,77.44,77.44,78.26→0.82 (Δ=77.44),78.26→0.82 (Δ=77.44),70.79,252.31,5.0759,0.6564670903525854
479,212743.71,-4.8622,5.3257,76.95,76.95,2.13,2.13,74.81,74.81,76.95→2.13 (Δ=74.81),76.95→2.13 (Δ=74.81),70.79,252.31,4.8622,0.6274153239412589
480,213083.36,-4.2205,5.6456,78.4,78.4,0.68,0.68,77.72,77.72,78.40→0.68 (Δ=77.72),78.40→0.68 (Δ=77.72),70.79,252.31,4.2205,0.5433923308784339
481,212370.52,-5.3226,5.6217,79.65,79.65,0.56,0.56,79.08,79.08,79.65→0.56 (Δ=79.08),79.65→0.56 (Δ=79.08),70.79,252.31,5.3226,0.6837399987761743
482,213105.14,-5.7612,6.347,79.12,79.12,0.04,0.04,79.08,79.08,79.12→0.04 (Δ=79.08),79.12→0.04 (Δ=79.08),70.79,252.31,5.7612,0.7384209595055716
483,213783.69,-6.297,5.9609,77.92,77.92,1.16,1.16,76.76,76.76,77.92→1.16 (Δ=76.76),77.92→1.16 (Δ=76.76),70.79,252.31,6.297,0.8052851928802331
484,212076.38,-7.2335,6.3111,76.99,76.99,2.09,2.09,74.9,74.9,76.99→2.09 (Δ=74.90),76.99→2.09 (Δ=74.90),70.79,252.31,7.2335,0.9229692011691716
485,212713.98,-6.5825,6.3169,78.17,78.17,0.92,0.92,77.25,77.25,78.17→0.92 (Δ=77.25),78.17→0.92 (Δ=77.25),70.79,252.31,6.5825,0.8380501606752429
486,213202.64,-5.5131,6.0984,78.68,78.68,0.4,0.4,78.28,78.28,78.68→0.40 (Δ=78.28),78.68→0.40 (Δ=78.28),70.79,252.31,5.5131,0.700358380402526
487,213414.51,-6.1501,6.3091,79.61,79.61,0.53,0.53,79.08,79.08,79.61→0.53 (Δ=79.08),79.61→0.53 (Δ=79.08),70.79,252.31,6.1501,0.7795421026910824
488,214394.39,-6.2907,5.9183,78.07,78.07,1.01,1.01,77.06,77.06,78.07→1.01 (Δ=77.06),78.07→1.01 (Δ=77.06),70.79,252.31,6.2907,0.7956013115916251
489,214342.72,-5.5126,5.8428,78.94,78.94,0.15,0.15,78.79,78.79,78.94→0.15 (Δ=78.79),78.94→0.15 (Δ=78.79),70.79,252.31,5.5126,0.6956678262292875
490,213952.77,-5.7434,6.1969,77.62,77.62,1.46,1.46,76.16,76.16,77.62→1.46 (Δ=76.16),77.62→1.46 (Δ=76.16),70.79,252.31,5.7434,0.7231980306944493
491,215371.85,-4.9025,6.0656,79.18,79.18,0.1,0.1,79.08,79.08,79.18→0.10 (Δ=79.08),79.18→0.10 (Δ=79.08),70.79,252.31,4.9025,0.6159687223476006
492,214017.76,-4.1658,5.9084,78.72,78.72,0.37,0.37,78.35,78.35,78.72→0.37 (Δ=78.35),78.72→0.37 (Δ=78.35),70.79,252.31,4.1658,0.5222672815532071
493,214570.99,-5.8656,6.6292,78.31,78.31,0.77,0.77,77.53,77.53,78.31→0.77 (Δ=77.53),78.31→0.77 (Δ=77.53),70.79,252.31,5.8656,0.7337461832948656
494,213930.68,-5.5498,6.5831,79.34,79.34,0.26,0.26,79.08,79.08,79.34→0.26 (Δ=79.08),79.34→0.26 (Δ=79.08),70.79,252.31,5.5498,0.6927333832566226
495,215006.28,-7.3046,7.1389,78.5,78.5,0.59,0.59,77.91,77.91,78.50→0.59 (Δ=77.91),78.50→0.59 (Δ=77.91),70.79,252.31,7.3046,0.9097556044300775
496,215011.73,-6.5519,6.5954,76.27,76.27,2.81,2.81,73.46,73.46,76.27→2.81 (Δ=73.46),76.27→2.81 (Δ=73.46),70.79,252.31,6.5519,0.8142536773628127
497,215578.1,-7.6455,6.5011,77.15,77.15,1.94,1.94,75.21,75.21,77.15→1.94 (Δ=75.21),77.15→1.94 (Δ=75.21),70.79,252.31,7.6455,0.9480841998648738
498,216314.84,-7.5347,6.4838,76.3,76.3,2.78,2.78,73.53,73.53,76.30→2.78 (Δ=73.53),76.30→2.78 (Δ=73.53),70.79,252.31,7.5347,0.932329170836153
499,216579.09,-8.1479,6.4861,76.43,76.43,2.65,2.65,73.79,73.79,76.43→2.65 (Δ=73.79),76.43→2.65 (Δ=73.79),70.79,252.31,8.1479,1.0060179010848023
500,217628.72,-7.5523,6.095,78.64,78.64,0.44,0.44,78.2,78.2,78.64→0.44 (Δ=78.20),78.64→0.44 (Δ=78.20),70.79,252.31,7.5523,0.9304879000434783
501,217588.11,-7.754,6.3873,77.67,77.67,1.41,1.41,76.25,76.25,77.67→1.41 (Δ=76.25),77.67→1.41 (Δ=76.25),70.79,252.31,7.754,0.9532842896476312
502,218439.73,-7.2127,6.1917,77.78,77.78,1.3,1.3,76.48,76.48,77.78→1.30 (Δ=76.48),77.78→1.30 (Δ=76.48),70.79,252.31,7.2127,0.884848852410287
503,218480.21,-7.2383,6.4523,79.96,79.96,0.88,0.88,79.08,79.08,79.96→0.88 (Δ=79.08),79.96→0.88 (Δ=79.08),70.79,252.31,7.2383,0.8860918306002364
504,218623.9,-6.8879,6.2373,77.95,77.95,1.13,1.13,76.82,76.82,77.95→1.13 (Δ=76.82),77.95→1.13 (Δ=76.82),70.79,252.31,6.8879,0.8414056069620107
505,218577.33,-6.4756,6.0062,79.0,79.0,0.09,0.09,78.91,78.91,79.00→0.09 (Δ=78.91),79.00→0.09 (Δ=78.91),70.79,252.31,6.4756,0.7893639900440432
506,217139.66,-5.473,5.8427,77.91,77.91,1.18,1.18,76.73,76.73,77.91→1.18 (Δ=76.73),77.91→1.18 (Δ=76.73),70.79,252.31,5.473,0.6657445623779792
507,217913.86,-5.6495,5.7974,77.69,77.69,1.39,1.39,76.3,76.3,77.69→1.39 (Δ=76.30),77.69→1.39 (Δ=76.30),70.79,252.31,5.6495,0.68575646164653
508,216782.03,-5.0608,6.4892,77.9,77.9,1.18,1.18,76.72,76.72,77.90→1.18 (Δ=76.72),77.90→1.18 (Δ=76.72),70.79,252.31,5.0608,0.6130051101411313
509,216922.21,-5.7713,6.2804,78.81,78.81,0.27,0.27,78.54,78.54,78.81→0.27 (Δ=78.54),78.81→0.27 (Δ=78.54),70.79,252.31,5.7713,0.6975839519952705
510,216594.86,-5.7331,6.4487,75.55,75.55,3.53,3.53,72.02,72.02,75.55→3.53 (Δ=72.02),75.55→3.53 (Δ=72.02),70.79,252.31,5.7331,0.6915083876035713
511,216920.25,-6.3232,6.4185,79.3,79.3,0.21,0.21,79.08,79.08,79.30→0.21 (Δ=79.08),79.30→0.21 (Δ=79.08),70.79,252.31,6.3232,0.7610742952690133
512,216492.43,-6.8,6.0054,78.72,78.72,0.37,0.37,78.35,78.35,78.72→0.37 (Δ=78.35),78.72→0.37 (Δ=78.35),70.79,252.31,6.8,0.816739854819215
513,215722.97,-6.9381,6.4383,77.35,77.35,1.73,1.73,75.62,75.62,77.35→1.73 (Δ=75.62),77.35→1.73 (Δ=75.62),70.79,252.31,6.9381,0.8315814528542589
514,216515.22,-7.1909,6.3682,77.33,77.33,1.76,1.76,75.57,75.57,77.33→1.76 (Δ=75.57),77.33→1.76 (Δ=75.57),70.79,252.31,7.1909,0.8600778156564625
515,217186.88,-7.185,6.2789,78.54,78.54,0.54,0.54,78.01,78.01,78.54→0.54 (Δ=78.01),78.54→0.54 (Δ=78.01),70.79,252.31,7.185,0.8575821524668894
516,217248.16,-7.0849,6.4912,79.87,79.87,0.79,0.79,79.08,79.08,79.87→0.79 (Δ=79.08),79.87→0.79 (Δ=79.08),70.79,252.31,7.0849,0.8438784096551029
517,217899.81,-7.3563,6.6619,77.14,77.14,1.95,1.95,75.19,75.19,77.14→1.95 (Δ=75.19),77.14→1.95 (Δ=75.19),70.79,252.31,7.3563,0.87438220323072
518,217153.91,-5.9367,6.1387,77.17,77.17,1.91,1.91,75.25,75.25,77.17→1.91 (Δ=75.25),77.17→1.91 (Δ=75.25),70.79,252.31,5.9367,0.7042044024368822
519,217374.55,-5.363,5.9723,80.47,80.47,1.38,1.38,79.08,79.08,80.47→1.38 (Δ=79.08),80.47→1.38 (Δ=79.08),70.79,252.31,5.363,0.6348444022740873
520,216474.89,-5.2037,6.078,77.79,77.79,1.29,1.29,76.49,76.49,77.79→1.29 (Δ=76.49),77.79→1.29 (Δ=76.49),70.79,252.31,5.2037,0.6147187791509752
521,216493.24,-4.8266,5.9442,78.73,78.73,0.35,0.35,78.38,78.38,78.73→0.35 (Δ=78.38),78.73→0.35 (Δ=78.38),70.79,252.31,4.8266,0.56900147752123
522,215505.58,-4.7017,5.7049,78.02,78.02,1.06,1.06,76.95,76.95,78.02→1.06 (Δ=76.95),78.02→1.06 (Δ=76.95),70.79,252.31,4.7017,0.5531400356002201
523,215878.27,-4.5907,5.5624,77.02,77.02,2.06,2.06,74.96,74.96,77.02→2.06 (Δ=74.96),77.02→2.06 (Δ=74.96),70.79,252.31,4.5907,0.5389753617883464
524,214980.82,-4.6264,5.6995,78.3,78.3,0.79,0.79,77.51,77.51,78.30→0.79 (Δ=77.51),78.30→0.79 (Δ=77.51),70.79,252.31,4.6264,0.542055799420495
525,214280.29,-4.7196,6.0942,80.07,80.07,0.99,0.99,79.08,79.08,80.07→0.99 (Δ=79.08),80.07→0.99 (Δ=79.08),70.79,252.31,4.7196,0.5518465289258303
526,214577.62,-5.2823,6.2482,77.35,77.35,1.74,1.74,75.61,75.61,77.35→1.74 (Δ=75.61),77.35→1.74 (Δ=75.61),70.79,252.31,5.2823,0.6163784532992258
527,214502.21,-5.7889,6.4416,77.78,77.78,1.31,1.31,76.47,76.47,77.78→1.31 (Δ=76.47),77.78→1.31 (Δ=76.47),70.79,252.31,5.7889,0.6741142954856074
528,214922.73,-6.1164,6.0968,78.51,78.51,0.58,0.58,77.93,77.93,78.51→0.58 (Δ=77.93),78.51→0.58 (Δ=77.93),70.79,252.31,6.1164,0.7108030978637692
529,215084.17,-6.6388,6.3929,79.32,79.32,0.24,0.24,79.08,79.08,79.32→0.24 (Δ=79.08),79.32→0.24 (Δ=79.08),70.79,252.31,6.6388,0.7699439767759916
530,216516.15,-7.2013,6.3088,77.66,77.66,1.42,1.42,76.24,76.24,77.66→1.42 (Δ=76.24),77.66→1.42 (Δ=76.24),70.79,252.31,7.2013,0.8334848322110027
531,216423.84,-6.5731,5.9307,79.12,79.12,0.04,0.04,79.08,79.08,79.12→0.04 (Δ=79.08),79.12→0.04 (Δ=79.08),70.79,252.31,6.5731,0.7592517009653782
532,216967.07,-6.6565,6.1323,78.51,78.51,0.58,0.58,77.93,77.93,78.51→0.58 (Δ=77.93),78.51→0.58 (Δ=77.93),70.79,252.31,6.6565,0.7673371307355227
533,216603.84,-5.6454,5.8493,78.95,78.95,0.14,0.14,78.81,78.81,78.95→0.14 (Δ=78.81),78.95→0.14 (Δ=78.81),70.79,252.31,5.6454,0.6494854198457096
534,216167.65,-5.0744,5.8249,78.85,78.85,0.24,0.24,78.61,78.61,78.85→0.24 (Δ=78.61),78.85→0.24 (Δ=78.61),70.79,252.31,5.0744,0.5826286216099396
535,215030.91,-4.8716,5.9529,79.13,79.13,0.05,0.05,79.08,79.08,79.13→0.05 (Δ=79.08),79.13→0.05 (Δ=79.08),70.79,252.31,4.8716,0.55822657525941
536,215149.18,-4.655,5.8242,79.85,79.85,0.77,0.77,79.08,79.08,79.85→0.77 (Δ=79.08),79.85→0.77 (Δ=79.08),70.79,252.31,4.655,0.5323436704876899
537,215168.52,-4.2436,5.7416,79.97,79.97,0.89,0.89,79.08,79.08,79.97→0.89 (Δ=79.08),79.97→0.89 (Δ=79.08),70.79,252.31,4.2436,0.484331829894973
538,215296.13,-3.6375,5.6401,78.27,78.27,0.82,0.82,77.45,77.45,78.27→0.82 (Δ=77.45),78.27→0.82 (Δ=77.45),70.79,252.31,3.6375,0.4143335288616512
539,215586.61,-4.7096,5.7766,78.08,78.08,1.0,1.0,77.08,77.08,78.08→1.00 (Δ=77.08),78.08→1.00 (Δ=77.08),70.79,252.31,4.7096,0.5353816459912121
540,214957.23,-4.4469,5.7111,77.98,77.98,1.1,1.1,76.88,76.88,77.98→1.10 (Δ=76.88),77.98→1.10 (Δ=76.88),70.79,252.31,4.4469,0.5045188449374608
541,215137.58,-5.296,5.4951,77.65,77.65,1.43,1.43,76.22,76.22,77.65→1.43 (Δ=76.22),77.65→1.43 (Δ=76.22),70.79,252.31,5.296,0.5996588318465549
542,215156.7,-4.6894,5.4818,78.89,78.89,0.19,0.19,78.7,78.7,78.89→0.19 (Δ=78.70),78.89→0.19 (Δ=78.70),70.79,252.31,4.6894,0.5299312957149854
543,214312.45,-5.1989,5.2348,76.83,76.83,2.26,2.26,74.57,74.57,76.83→2.26 (Δ=74.57),76.83→2.26 (Δ=74.57),70.79,252.31,5.1989,0.58634769559557
544,214449.73,-5.8601,5.7268,78.98,78.98,0.1,0.1,78.87,78.87,78.98→0.10 (Δ=78.87),78.98→0.10 (Δ=78.87),70.79,252.31,5.8601,0.6596152533038623
545,215740.71,-6.6505,5.3898,78.1,78.1,0.99,0.99,77.11,77.11,78.10→0.99 (Δ=77.11),78.10→0.99 (Δ=77.11),70.79,252.31,6.6505,0.747105853605534
546,215369.8,-6.7163,5.7897,77.09,77.09,1.99,1.99,75.1,75.1,77.09→1.99 (Δ=75.10),77.09→1.99 (Δ=75.10),70.79,252.31,6.7163,0.7530205230069147
547,215462.33,-4.9976,5.4906,79.6,79.6,0.52,0.52,79.08,79.08,79.60→0.52 (Δ=79.08),79.60→0.52 (Δ=79.08),70.79,252.31,4.9976,0.5592427625061985
548,215852.7,-6.6599,5.5694,77.85,77.85,1.23,1.23,76.62,76.62,77.85→1.23 (Δ=76.62),77.85→1.23 (Δ=76.62),70.79,252.31,6.6599,0.7437869919341314
549,215057.71,-5.6255,5.5438,79.59,79.59,0.51,0.51,79.08,79.08,79.59→0.51 (Δ=79.08),79.59→0.51 (Δ=79.08),70.79,252.31,5.6255,0.627051632624431
550,215754.87,-4.9803,5.7554,78.94,78.94,0.15,0.15,78.79,78.79,78.94→0.15 (Δ=78.79),78.94→0.15 (Δ=78.79),70.79,252.31,4.9803,0.5540607302036548
551,215185.16,-4.9902,6.0783,77.25,77.25,1.83,1.83,75.42,75.42,77.25→1.83 (Δ=75.42),77.25→1.83 (Δ=75.42),70.79,252.31,4.9902,0.554086212734809
552,214975.99,-4.8555,5.8266,77.39,77.39,1.69,1.69,75.7,75.7,77.39→1.69 (Δ=75.70),77.39→1.69 (Δ=75.70),70.79,252.31,4.8555,0.5380879660446068
553,215256.22,-4.7033,6.3468,77.84,77.84,1.25,1.25,76.59,76.59,77.84→1.25 (Δ=76.59),77.84→1.25 (Δ=76.59),70.79,252.31,4.7033,0.5202158971556755
554,215153.72,-5.1867,5.8395,77.34,77.34,1.74,1.74,75.6,75.6,77.34→1.74 (Δ=75.60),77.34→1.74 (Δ=75.60),70.79,252.31,5.1867,0.5725744256628815
555,215689.14,-5.9226,5.8099,79.06,79.06,0.03,0.03,79.03,79.03,79.06→0.03 (Δ=79.03),79.06→0.03 (Δ=79.03),70.79,252.31,5.9226,0.6525486758608264
556,215182.94,-6.7636,6.2151,78.25,78.25,0.83,0.83,77.42,77.42,78.25→0.83 (Δ=77.42),78.25→0.83 (Δ=77.42),70.79,252.31,6.7636,0.7437696093151607
557,216231.41,-7.9279,6.4669,75.56,75.56,3.52,3.52,72.04,72.04,75.56→3.52 (Δ=72.04),75.56→3.52 (Δ=72.04),70.79,252.31,7.9279,0.8701154987726669
558,215942.41,-7.901,6.5794,79.6,79.6,0.52,0.52,79.08,79.08,79.60→0.52 (Δ=79.08),79.60→0.52 (Δ=79.08),70.79,252.31,7.901,0.8655057746677152
559,216620.25,-8.3726,6.7396,78.79,78.79,0.3,0.3,78.49,78.49,78.79→0.30 (Δ=78.49),78.79→0.30 (Δ=78.49),70.79,252.31,8.3726,0.91540806374333
560,217161.65,-8.1964,6.1707,78.0,78.0,1.08,1.08,76.92,76.92,78.00→1.08 (Δ=76.92),78.00→1.08 (Δ=76.92),70.79,252.31,8.1964,0.8944399575512297
561,218190.81,-7.8919,6.4406,76.0,76.0,3.09,3.09,72.91,72.91,76.00→3.09 (Δ=72.91),76.00→3.09 (Δ=72.91),70.79,252.31,7.8919,0.8595791590187166
562,217667.45,-7.6104,6.6559,77.39,77.39,1.69,1.69,75.7,75.7,77.39→1.69 (Δ=75.70),77.39→1.69 (Δ=75.70),70.79,252.31,7.6104,0.827350081661471
563,218056.72,-6.4685,6.0699,79.75,79.75,0.67,0.67,79.08,79.08,79.75→0.67 (Δ=79.08),79.75→0.67 (Δ=79.08),70.79,252.31,6.4685,0.7018924431342293
564,218518.1,-6.6429,6.2734,78.81,78.81,0.27,0.27,78.54,78.54,78.81→0.27 (Δ=78.54),78.81→0.27 (Δ=78.54),70.79,252.31,6.6429,0.719452040616052
565,218344.77,-5.5871,6.049,80.0,80.0,0.92,0.92,79.08,79.08,80.00→0.92 (Δ=79.08),80.00→0.92 (Δ=79.08),70.79,252.31,5.5871,0.6039724388220133
566,218286.42,-6.6332,6.5048,78.31,78.31,0.78,0.78,77.53,77.53,78.31→0.78 (Δ=77.53),78.31→0.78 (Δ=77.53),70.79,252.31,6.6332,0.7156960407863332
567,217747.83,-5.0771,6.4091,78.22,78.22,0.86,0.86,77.36,77.36,78.22→0.86 (Δ=77.36),78.22→0.86 (Δ=77.36),70.79,252.31,5.0771,0.5467811491272104
568,216639.07,-4.8444,5.9062,77.62,77.62,1.47,1.47,76.15,76.15,77.62→1.47 (Δ=76.15),77.62→1.47 (Δ=76.15),70.79,252.31,4.8444,0.5207430236353959
569,215609.07,-4.0626,5.743,79.13,79.13,0.05,0.05,79.08,79.08,79.13→0.05 (Δ=79.08),79.13→0.05 (Δ=79.08),70.79,252.31,4.0626,0.4358901556739281
570,216918.2,-3.6164,5.947,75.83,75.83,3.25,3.25,72.58,72.58,75.83→3.25 (Δ=72.58),75.83→3.25 (Δ=72.58),70.79,252.31,3.6164,0.38729215180916865
571,215963.81,-4.0161,6.0168,77.14,77.14,1.94,1.94,75.2,75.2,77.14→1.94 (Δ=75.20),77.14→1.94 (Δ=75.20),70.79,252.31,4.0161,0.4292934218940751
572,216078.69,-3.3401,5.7107,77.82,77.82,1.26,1.26,76.56,76.56,77.82→1.26 (Δ=76.56),77.82→1.26 (Δ=76.56),70.79,252.31,3.3401,0.35637088508035775
573,215840.97,-3.6494,5.8586,78.0,78.0,1.08,1.08,76.92,76.92,78.00→1.08 (Δ=76.92),78.00→1.08 (Δ=76.92),70.79,252.31,3.6494,0.3886468602728969
574,215527.89,-5.0887,6.1108,77.09,77.09,2.0,2.0,75.09,75.09,77.09→2.00 (Δ=75.09),77.09→2.00 (Δ=75.09),70.79,252.31,5.0887,0.5409134900716842
575,216894.0,-4.2811,5.5491,77.01,77.01,2.07,2.07,74.94,74.94,77.01→2.07 (Δ=74.94),77.01→2.07 (Δ=74.94),70.79,252.31,4.2811,0.45422930157626645
576,216504.29,-4.4585,5.9561,76.3,76.3,2.78,2.78,73.52,73.52,76.30→2.78 (Δ=73.52),76.30→2.78 (Δ=73.52),70.79,252.31,4.4585,0.47217643240081214
577,217015.58,-5.3176,6.1803,79.07,79.07,0.01,0.01,79.07,79.07,79.07→0.01 (Δ=79.07),79.07→0.01 (Δ=79.07),70.79,252.31,5.3176,0.5621148744644412
578,216971.77,-5.1699,5.8959,77.89,77.89,1.2,1.2,76.69,76.69,77.89→1.20 (Δ=76.69),77.89→1.20 (Δ=76.69),70.79,252.31,5.1699,0.5454963176315909
579,217143.2,-4.6083,5.6895,79.54,79.54,0.46,0.46,79.08,79.08,79.54→0.46 (Δ=79.08),79.54→0.46 (Δ=79.08),70.79,252.31,4.6083,0.4853489434545408
580,217901.17,-4.7098,5.8193,77.74,77.74,1.34,1.34,76.4,76.4,77.74→1.34 (Δ=76.40),77.74→1.34 (Δ=76.40),70.79,252.31,4.7098,0.49512833949818363
581,217428.01,-5.19,6.3375,79.95,79.95,0.87,0.87,79.08,79.08,79.95→0.87 (Δ=79.08),79.95→0.87 (Δ=79.08),70.79,252.31,5.19,0.5446083151542895
582,217780.01,-5.7458,6.0682,78.12,78.12,0.97,0.97,77.15,77.15,78.12→0.97 (Δ=77.15),78.12→0.97 (Δ=77.15),70.79,252.31,5.7458,0.6018244653845093
583,219076.05,-5.0232,6.1079,78.24,78.24,0.84,0.84,77.4,77.4,78.24→0.84 (Δ=77.40),78.24→0.84 (Δ=77.40),70.79,252.31,5.0232,0.5251826627573786
584,218556.25,-6.4126,6.6376,78.3,78.3,0.78,0.78,77.52,77.52,78.30→0.78 (Δ=77.52),78.30→0.78 (Δ=77.52),70.79,252.31,6.4126,0.6692134931498485
585,218432.92,-6.8458,6.7656,77.4,77.4,1.69,1.69,75.71,75.71,77.40→1.69 (Δ=75.71),77.40→1.69 (Δ=75.71),70.79,252.31,6.8458,0.7131185336540485
586,219084.53,-7.6668,6.6154,78.06,78.06,1.02,1.02,77.04,77.04,78.06→1.02 (Δ=77.04),78.06→1.02 (Δ=77.04),70.79,252.31,7.6668,0.7971813729189516
587,219747.44,-8.6225,6.5516,77.13,77.13,1.95,1.95,75.18,75.18,77.13→1.95 (Δ=75.18),77.13→1.95 (Δ=75.18),70.79,252.31,8.6225,0.8949142817746971
588,220632.54,-8.9994,6.8514,79.39,79.39,0.31,0.31,79.08,79.08,79.39→0.31 (Δ=79.08),79.39→0.31 (Δ=79.08),70.79,252.31,8.9994,0.9323365759118646
589,221047.34,-8.4101,6.9054,77.86,77.86,1.22,1.22,76.64,76.64,77.86→1.22 (Δ=76.64),77.86→1.22 (Δ=76.64),70.79,252.31,8.4101,0.8697224273552825
590,221354.87,-8.8801,6.9116,78.68,78.68,0.4,0.4,78.28,78.28,78.68→0.40 (Δ=78.28),78.68→0.40 (Δ=78.28),70.79,252.31,8.8801,0.9166645773069784
591,220798.3,-8.4725,6.7501,78.57,78.57,0.51,0.51,78.06,78.06,78.57→0.51 (Δ=78.06),78.57→0.51 (Δ=78.06),70.79,252.31,8.4725,0.8730232432317762
592,221295.81,-8.0709,6.8188,77.72,77.72,1.36,1.36,76.37,76.37,77.72→1.36 (Δ=76.37),77.72→1.36 (Δ=76.37),70.79,252.31,8.0709,0.8301546630950578
593,221539.44,-8.4727,6.9788,77.52,77.52,1.56,1.56,75.97,75.97,77.52→1.56 (Δ=75.97),77.52→1.56 (Δ=75.97),70.79,252.31,8.4727,0.8699151407549254
